Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Towne Centre at Somers,325 Route 100,,Somers,NY,10589,,877-455-3833,E,,Public,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.325390,-73.686843,11/07/2022,228617,2022-11-07 22:57:15,,,,03/07/2018,CHADEMO J1772COMBO
ELEC,GREECE TOWN HAL GREECE SOUTH 2,1 Vince Tofany Blvd,,Rochester,NY,14612,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.258197,-77.699130,11/10/2022,180741,2022-11-10 01:00:41,,,,01/27/2021,J1772
ELEC,MUNICIPAL EVSE ELM STREET LOT,28 Elm St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.309433,-73.646380,11/10/2022,155243,2022-11-10 01:02:22,,,,04/08/2020,J1772
ELEC,Locey Lane,1 Locey Ln,,Central Valley,NY,10917,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,41.315190,-74.135494,11/10/2022,158614,2022-11-10 02:00:59,,,,02/20/2020,J1772
ELEC,CAYUGA STATION ALL PRO GARAGE,235 S Cayuga St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.437359,-76.498744,11/10/2022,162323,2022-11-10 00:51:03,,,,06/12/2020,J1772
ELEC,Gerard Garage,69-13 Austin St.,Unit#338 is under repair.,Forest Hills,NY,11375,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.722050,-73.849351,10/05/2022,189365,2022-10-05 22:58:36,,,,05/07/2021,J1772
ELEC,Burger King - LeRoy NY,134 W Main St,,LeRoy,NY,14482,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.978631,-78.005787,10/05/2022,164405,2022-10-05 22:56:13,,,,07/22/2020,J1772
ELEC,Sydor Optics,31 Jet View Dr,,Rochester,NY,14624,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,43.111993,-77.698446,11/10/2022,230947,2022-11-10 02:01:25,,,,09/30/2022,J1772
ELEC,STPETERHOSPITAL EV STATION #8,315 S Manning Blvd,,Albany,NY,12208,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.654665,-73.802580,11/10/2022,212977,2022-11-10 01:14:19,,,,03/27/2022,J1772
ELEC,COURTYARD REPUB STATION 1,2 Marriott Plaza,,Farmingdale,NY,11735,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.729075,-73.423159,11/10/2022,223702,2022-11-10 01:14:58,,,,07/19/2022,J1772
ELEC,VOEASTROCHESTER CONCREST PARK,511 West Avenue,,East Rochester,NY,14445,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.115044,-77.498670,11/10/2022,223433,2022-11-10 01:16:17,,,,07/13/2022,J1772
ELEC,GGMC Yorkville Car Park - Tesla Destination,230 E 92nd St,,New York,NY,10128,,212-410-2184  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782163,-73.950590,11/03/2020,115060,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,SPV 2490 POND VIEW,2581-2575 Pond View,,Castleton-on-Hudson,NY,12033,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.583511,-73.671522,11/10/2022,190838,2022-11-10 01:08:26,,,,06/09/2021,J1772
ELEC,Heritage Park,65 Franklin St,,Springville,NY,14141,,716-592-4936,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,42.510491,-78.665211,06/14/2022,157961,2022-06-14 16:24:51,P,,,05/15/2020,J1772
ELEC,"The Inn at Cooperstown, a Select Registry Property - Tesla Destination",16 Chestnut St,,Cooperstown,NY,13326,,607-547-5756  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.701630,-74.926982,11/03/2020,114925,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,The Residences at Lexington Hills,1000 Cherry Hill Rd,,Cohoes,NY,12047,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.764770,-73.721940,07/12/2022,223271,2022-07-12 20:31:42,P,,,03/01/2022,J1772
ELEC,AMCR CASINO 1.1,873 State Route 37,,Akwesasne,NY,13655,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.971310,-74.643234,11/10/2022,181482,2022-11-10 01:04:33,,,,01/27/2021,J1772
ELEC,Salamanca City Hall,225 Wildwood Ave,,Salamanca,NY,14779,,716-945-4620,E,,Public,24 hours daily,,,1,,,Non-Networked,,GPS,42.157913,-78.708146,06/14/2022,157959,2022-06-14 16:24:51,P,,,05/15/2020,J1772
ELEC,Village of Marcellus,6 Slocombe Ave,,Marcellus,NY,13108,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.982700,-76.341480,11/10/2022,94849,2022-11-10 02:00:27,,,,04/12/2017,J1772
ELEC,NORTHTOWN CENTE NORTHTOWN CENTE,1615 Amherst Manor Dr,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.995621,-78.783178,11/10/2022,213340,2022-11-10 01:14:48,,,,04/02/2022,J1772
ELEC,BNL SW of Bldg 400 (2 outlets),Johns Hopkins St,,Upton,NY,11961,,,E,,Public - Credit card at all times,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,A D M V,2,,,,Non-Networked,,GPS,40.869551,-72.883361,02/22/2021,184724,2022-02-10 21:00:18,FG,8.0,U.S. Department of Energy,01/15/2021,NEMA515
ELEC,Enterprise Parking 545 Washington Ave - Tesla Destination,545 Washington Ave,,Brooklyn,NY,11238,,347-889-6642  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681876,-73.964169,11/03/2020,150573,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,EVolveNY Fairport,260 Fairport Village Landing,,Fairport,NY,14450,,855-900-7584,E,,Public,24 hours daily,,,,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,43.101154,-77.443126,11/10/2022,221263,2022-11-10 01:21:29,,,,06/14/2022,CHADEMO J1772COMBO
ELEC,HUDSON PRESERVE BLDG 21 #4,2101 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.733166,-73.727295,11/10/2022,143241,2022-11-10 00:57:34,,,,08/15/2019,J1772
ELEC,FURNACE POINT FPEV3,96 Furnace Point Rd,,Westport,NY,12993,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.193195,-73.427140,11/10/2022,211841,2022-11-10 01:14:21,,,,03/17/2022,J1772
ELEC,STONY BROOK UNV AERTC 1,1000 Innovation Road,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.904154,-73.134871,11/10/2022,162348,2022-11-10 00:50:34,,,,06/12/2020,J1772
ELEC,Excel Parking 87-10 Northern Blvd - Tesla Destination,87-10 Northern Blvd,,Jackson Heights,NY,11372,,718-424-6555  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.755829,-73.880211,11/03/2020,122482,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,Buy Low Flooring / Queen of Harts Pizza,704 Glen St,,Queens,NY,12804,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.327226,-73.666643,11/10/2022,230813,2022-11-10 02:00:51,,,,09/30/2022,J1772
ELEC,RTS BAYTOWNE 2,Baytowne Plaza 1900 Empire Blvd,,Webster,NY,14580,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.192290,-77.499040,11/10/2022,169289,2022-11-10 01:04:07,,,,11/18/2020,J1772
ELEC,Melville Mall - Tesla Supercharger,890 Walt Whitman Rd,,Melville,NY,11747,,877-798-3752,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,40.798738,-73.412260,05/05/2022,214080,2022-05-05 20:22:04,P,,,04/06/2022,TESLA
ELEC,GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,,Jamaica,NY,11432,,718-523-1475  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.705192,-73.802230,11/03/2020,150686,2021-03-11 23:22:17,P,,,09/30/2019,J1772 TESLA
ELEC,5TH AVE RIVER STREET 3,King St & Federal St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.735090,-73.687996,11/10/2022,175240,2022-11-10 01:01:38,,,,01/27/2021,J1772
ELEC,WOODLAWN GARAGE SARATOGA,17-21 Division St,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.081886,-73.786524,11/10/2022,162300,2022-11-10 00:51:25,,,,06/12/2020,J1772
ELEC,ALBANY COUNTY ANN LEE POND,124 Heritage Ln,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.739084,-73.813207,11/10/2022,221910,2022-11-10 01:15:37,,,,06/23/2022,J1772
ELEC,SCCC AMMERMAN 4,College Rd,,Farmingville,NY,11738,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.844436,-73.055356,11/10/2022,193750,2022-11-10 01:10:12,,,,08/11/2021,J1772
ELEC,PATRON STATION2,15 Lee Ave,,Lindenhurst,NY,11757,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.682659,-73.367178,11/10/2022,204759,2022-11-10 01:13:04,,,,01/14/2022,J1772
ELEC,EVolveNY Moreau,1311 U.S. 9,,Fort Edward,NY,12828,,855-900-7584,E,,Public,24 hours daily,,,,4,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,43.243606,-73.683496,11/10/2022,202563,2022-11-10 01:21:44,,,,12/15/2021,CHADEMO J1772COMBO
ELEC,VOB KENSINGTON 1,15 Kensington Terrace,,Bronxville,NY,10708,,888-758-4389,E,,Public,Mon 3:00pm - 12:00am; Tue 3:00pm - 12:00am; Wed 3:00pm - 12:00am; Thu 3:00pm - 12:00am; Fri 3:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.942543,-73.834410,11/10/2022,165221,2022-11-10 01:04:19,,,,08/14/2020,J1772
ELEC,"Inn at Lake Joseph, a Select Registry Property - Tesla Destination",162 Saint Josephs Rd,,Forestburgh,NY,12777,,845-791-9506  877-798-3752,E,,Public - Call ahead,24 hours daily,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.589244,-74.713261,11/03/2020,114941,2021-03-11 23:22:17,P,,,05/01/2016,TESLA
ELEC,TMD MAIN LOT CT4000-1,179 Halbert St,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.935327,-78.841594,11/10/2022,233152,2022-11-10 01:17:32,,,,10/08/2022,J1772
ELEC,ALBANY COUNTY TIMES UNION GAR,100 Beaver St,,Albany,NY,12207,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.649224,-73.756071,11/10/2022,180103,2022-11-10 00:53:45,,,,01/27/2021,J1772
ELEC,City Parking E 61st Street - Tesla Destination,425 E 61st St,,New York,NY,10065,,212-219-3413  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760522,-73.959278,11/03/2020,115135,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,Treiber Nissan,320 N Comrie Ave,,Johnstown,NY,12095,,518-736-1300,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,43.025044,-74.358103,06/09/2020,44344,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,Market 32,19 Centre Dr,,Plattsburgh,NY,12901,,518-562-3560,E,,Public,24 hours daily,,,2,,,Non-Networked,,200-9,44.695363,-73.492162,03/15/2021,65281,2022-02-10 19:42:29,SG,,,11/01/2014,J1772
ELEC,BURNS MGT OXFORD 3,6203 Johnston Rd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.685360,-73.870690,11/10/2022,119018,2022-11-10 00:55:43,,,,03/08/2019,J1772
ELEC,ALBANY COUNTY STATION 2,570 Hockey Ln,,Loudonville,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.747577,-73.814622,11/10/2022,217380,2022-11-10 01:15:08,,,,05/12/2022,J1772
ELEC,Green Lakes  State Park,7900 Green lakes Rd,,Fayetteville,NY,13066,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.058244,-75.971429,11/10/2022,123133,2022-11-10 02:00:30,,,,04/01/2019,J1772
ELEC,Dino's Tailor Shop,2400 Monroe Av,,Rochester,NY,14618,,888-356-8911,E,,Public,24 hours daily,,,1,,,FLO,https://flo.ca/,GPS,43.118929,-77.556073,11/10/2022,152919,2022-11-10 01:42:34,,,,01/23/2020,J1772
ELEC,Holiday Inn Express Olean - Tesla Destination,101 Main St,,Olean,NY,14760,,716-375-1000  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.087509,-78.429090,11/03/2020,115202,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,HUNTER LOT MAMARONECK,141 Prospect Ave,,Mamaroneck,NY,10543,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.949583,-73.735136,11/10/2022,162254,2022-11-10 00:52:55,,,,06/12/2020,J1772
ELEC,MARRIOTTSS STATION 2,11 Excelsior Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089261,-73.777312,11/10/2022,203133,2022-11-10 01:12:53,,,,12/29/2021,J1772
ELEC,799 SENECA STATION 10,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875115,-78.847343,11/10/2022,191252,2022-11-10 01:09:33,,,,06/19/2021,J1772
ELEC,HIGHWAY ADP2,1003 50,,Ballston,NY,12019,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.939473,-73.874559,11/10/2022,204775,2022-11-10 01:13:22,,,,01/14/2022,J1772
ELEC,EVolve NY Plattsburgh,25 Consumer Square,,Plattsburgh,NY,12901,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,44.694080,-73.485290,11/10/2022,202274,2022-11-10 01:23:35,,,,12/09/2021,CHADEMO J1772COMBO
ELEC,Bonneville 329 E 22nd St.,"329 E 22nd St,",,Manhattan,NY,10010,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.736763,-73.979743,11/10/2022,230843,2022-11-10 02:01:02,,,,09/30/2022,J1772
ELEC,RRH STATION 3,7 Ambulance Dr,,Clifton Springs,NY,14432,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.959347,-77.135350,11/10/2022,218483,2022-11-10 01:13:09,,,,05/19/2022,J1772
ELEC,TOWN OF BABYLON OVERLOOK 2,100 Ocean Pkwy,,Babylon,NY,11702,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.633720,-73.333663,11/10/2022,162279,2022-11-10 00:51:54,,,,06/12/2020,J1772
ELEC,Lions Park,3439 Rosendale Rd,,Niskayuna,NY,12309,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.776990,-73.824310,07/12/2022,223287,2022-07-12 20:31:42,LG,,,05/09/2022,J1772
ELEC,TOWNE TV EV 3,3125-3133 Carman Rd,,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.762870,-73.939950,11/10/2022,192935,2022-11-10 01:09:48,,,,07/17/2021,J1772
ELEC,960 BUSTI 960 BUSTI 1,960 Busti Ave,,Buffalo,NY,14213,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.908953,-78.900652,11/10/2022,150340,2022-11-10 01:00:15,,,,12/19/2019,J1772
ELEC,iPark NYC 1025 83rd - Tesla Destination,11 E 83rd St,,New York,NY,10028,,855-472-7569  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.779468,-73.961086,11/03/2020,114999,2021-03-11 23:22:17,P,,,03/01/2016,J1772 TESLA
ELEC,Castle Apartments,201 Willett Ave,,Port Chester,NY,10573,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,10,,,LIVINGSTON,https://www.solution.energy,GPS,41.004100,-73.663200,07/12/2022,223244,2022-07-12 20:31:42,P,,,01/06/2022,J1772
ELEC,HUDSON PRESERVE BLDG 12 #10,1002 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.731360,-73.725970,11/10/2022,144375,2022-11-10 00:57:44,,,,09/03/2019,J1772
ELEC,Lucas Ford,3245 Hortons Ln,,Southold,NY,11971,,,E,,Public,Dealership business hours; Dealership permission required,,,2,,,Non-Networked,,200-9,41.069942,-72.437260,06/14/2022,52063,2022-06-14 16:24:51,P,,,02/01/2013,J1772
ELEC,RPI 1 SERVICE S1,110 8th St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.729185,-73.679038,11/10/2022,121219,2022-11-10 00:56:02,,,,04/05/2019,J1772
ELEC,CMH STATION 5,67 Prospect Ave,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.246590,-73.778700,11/10/2022,220317,2022-11-10 01:14:05,,,,05/28/2022,J1772
ELEC,POUGHEEPSIE EV POUGHKEEPSIE 3,197 main st,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.704998,-73.931040,11/10/2022,183109,2022-11-10 00:57:41,,,,01/27/2021,J1772
ELEC,KINGSTON BUILDING SAFETY,5 Garraghan Dr,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.921490,-73.984795,11/10/2022,167467,2022-11-10 01:05:17,,,,10/10/2020,J1772
ELEC,NATIONAL GRID BONNER HALL.,Putnam Way,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.001813,-78.788469,11/10/2022,162387,2022-11-10 00:46:00,,,,06/12/2020,J1772
ELEC,TOWN OF MORIAH MORIAHEV3,3252 Broad St,,Port Henry,NY,12974,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.048405,-73.461130,11/10/2022,214302,2022-11-10 01:13:46,,,,04/20/2022,J1772
ELEC,EVolve NY Syracuse South,415 E Brighton Ave,,Syracuse,NY,13210,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,43.016720,-76.136540,11/10/2022,193813,2022-11-10 01:23:09,,,,08/12/2021,CHADEMO J1772COMBO
ELEC,Century Country Club,233 Anderson Hill Rd,,Purchase,NY,10577,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.039100,-73.725560,07/12/2022,223132,2022-07-12 20:31:42,P,,,11/20/2021,J1772
ELEC,7 Marcus Garvey Blvd,7 Marcus Garvey Blvd,,Brooklyn,NY,11206,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.700039,-73.941261,11/10/2022,202055,2022-11-10 01:42:34,,,,12/04/2021,J1772
ELEC,254 Rt 6 Gas Station,254 US-6,,Mahopac,NY,10541,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.352660,-73.749110,11/10/2022,233088,2022-11-10 16:40:31,P,,,07/29/2022,J1772
ELEC,Best Western Plus Victor Inn & Suites,7449 NY-96,Front Parking,Victor,NY,14564,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,43.005833,-77.444589,10/05/2022,197044,2022-10-05 22:55:27,,,,10/01/2021,J1772
ELEC,Montauk Manor,236 Edgemere Street,,Montauk,NY,11954,,800-663-5633,E,,Public,MO: 07:00am-10:00pm; TU: 07:00am-10:00pm; WE: 07:00am-10:00pm; TH: 07:00am-10:00pm; FR: 07:00am-10:00pm; SA: 07:00am-10:00pm; SU: 07:00am-10:00pm,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,41.048379,-71.949387,11/10/2022,191333,2022-11-10 00:33:34,,,,06/23/2021,J1772
ELEC,TSRC SHUTTLE STOP 1,5218 Patrick Rd,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.115050,-75.589165,11/10/2022,196104,2022-11-10 01:10:53,,,,09/19/2021,J1772
ELEC,LIN-DAN RICK,329 E 21st St,,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.736148,-73.980154,11/10/2022,205858,2022-11-10 01:13:15,,,,02/04/2022,J1772
ELEC,Summit Senior Life - Saratoga,1 Perry Rd,,Saratoga Springs,NY,12866,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.113060,-73.733600,07/12/2022,223114,2022-07-12 20:31:42,P,,,10/27/2021,J1772
ELEC,ESF STATION 4,1 Forestry Drive Campus Drive,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.034968,-76.134030,11/10/2022,207788,2022-11-10 01:09:58,,,,03/09/2022,J1772
ELEC,BNL South side of Bldg 918,Lawrence Dr,,Upton,NY,11961,,,E,,Public - Credit card at all times,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,A D M V,1,,,,Non-Networked,,GPS,40.872412,-72.878082,02/22/2021,184636,2022-02-10 21:00:18,FG,8.0,U.S. Department of Energy,01/15/2021,NEMA515
ELEC,"PBG 1, PBG 2, PBG 3, PBG 4",42 Airport Lane,,Plattsburgh,NY,12903,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,44.669205,-73.472078,11/10/2022,216560,2022-11-10 00:33:34,,,,05/05/2022,J1772
ELEC,Arcadian Shopping Center,216 S Highland Ave,,Ossining,NY,10562,,877-455-3833,E,,Public,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.143368,-73.862697,11/07/2022,228020,2022-11-07 22:55:54,,,,03/07/2018,CHADEMO J1772COMBO
ELEC,SKIDMORE ZANKEL,815 N Broadway,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.095194,-73.782384,11/10/2022,123550,2022-11-10 00:56:46,,,,06/05/2019,J1772
ELEC,QUICKLEES22 DCFC2,5744 Co Rd 20,,Belmont,NY,14813,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.254416,-78.060936,11/10/2022,229209,2022-11-10 01:17:26,,,,09/24/2022,CHADEMO J1772COMBO
ELEC,Greymoor Way - Building 13A,2604 Pipers Ct,,Baldwinsville,NY,13027,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,2,,,LIVINGSTON,https://www.solution.energy,GPS,43.181630,-76.299510,07/12/2022,223127,2022-07-12 20:31:42,P,,,10/28/2021,J1772
ELEC,1 WATERLINE STATION#6,10 Riverside Blvd,,New York,NY,10069,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772912,-73.992589,11/10/2022,207889,2022-11-10 01:13:09,,,,03/10/2022,J1772
ELEC,N SYR  LOT N SYRACUSE,106 Fergerson Ave,,Syracuse,NY,13212,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.135279,-76.130647,11/10/2022,162142,2022-11-10 00:54:41,,,,06/12/2020,J1772
ELEC,COLACINO INUSTR COLACINO 3,126 Harrison Street,,Newark,NY,14513,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.048900,-77.093970,11/10/2022,174196,2022-11-10 00:57:37,,,,01/27/2021,J1772
